X,state,puma,sex,age,educ,income,latino,black,asian,married
291262,6,62303,0,25,13,7000,0,0,0,0
696607,6,65413,1,32,13,15500,1,0,0,1
145684,6,61506,1,24,10,30000,0,0,0,1
765779,6,64700,1,45,9,44400,0,0,0,1
209683,6,62601,0,18,9,0,0,0,0,0
141712,6,61505,0,50,11,40600,0,0,0,1
358607,6,62410,0,43,14,287000,0,0,0,1
445664,6,63002,1,47,10,30000,0,0,0,1
805790,6,66109,0,29,11,31000,1,0,0,1
257598,6,62202,1,69,6,12020,0,0,1,0
74008,6,61103,0,38,9,16400,0,1,0,0
981317,6,67605,1,56,13,100500,0,0,1,1
812923,6,66102,0,42,11,40000,0,0,0,0
755991,6,65424,1,32,9,10900,1,0,0,1
1144168,6,68102,1,21,10,0,1,0,0,0
1096513,6,68003,0,60,11,43200,0,0,0,1
1158336,6,68103,1,63,14,29200,0,0,0,1
255858,6,62201,0,44,11,35000,1,0,0,0
196265,6,62002,0,56,5,26100,1,0,0,1
515353,6,64402,0,81,15,6400,0,0,0,1
728951,6,65418,1,36,11,27000,0,1,0,0
478729,6,63501,0,42,11,4400,0,0,0,1
374476,6,62703,0,32,9,42000,0,0,0,0
280766,6,62301,1,53,14,20300,0,0,1,1
635345,6,65402,1,41,10,380,0,0,0,0
253531,6,62201,1,39,10,0,0,0,1,1
477812,6,63501,1,44,10,34200,0,0,0,1
299687,6,62305,1,49,13,66000,0,0,0,0
1109934,6,68004,0,65,14,32000,0,0,0,1
28412,6,60500,1,32,11,29000,0,0,0,0
1159851,6,68103,1,71,11,40800,0,0,0,1
1091586,6,67900,1,56,10,14600,0,0,0,1
1204429,6,68113,1,40,12,0,0,0,0,1
285089,6,62301,1,42,11,0,1,0,0,1
1036828,6,67606,0,19,10,0,0,0,1,0
130411,6,61504,1,46,4,1100,1,0,0,0
767475,6,64700,0,61,14,128000,0,0,0,1
587737,6,66701,1,29,13,20800,0,0,0,0
294810,6,62304,0,29,12,90000,0,0,0,1
953812,6,66125,1,54,13,34200,0,0,0,0
448618,6,63002,1,71,1,5900,1,0,0,1
978296,6,67605,1,74,5,22600,0,0,0,0
718706,6,65417,1,73,1,7200,1,0,0,1
466611,6,63401,0,28,10,9000,1,0,0,0
1107006,6,68004,0,81,9,10800,0,0,0,1
464572,6,63401,0,47,15,46200,0,0,0,0
371242,6,62702,0,29,14,68000,0,0,1,0
1182072,6,68109,1,37,10,40000,0,0,0,0
1098567,6,68002,0,75,10,2000,1,0,0,1
837253,6,65000,1,36,13,46000,0,0,1,1
996223,6,67400,1,79,9,5700,0,0,0,0
833368,6,64900,1,36,13,55000,0,0,1,1
708372,6,65416,1,34,8,32000,1,0,0,0
444647,6,63002,0,37,3,19000,1,0,0,0
1081452,6,67801,0,46,10,0,0,1,0,0
1131913,6,68101,1,26,4,0,1,0,0,1
1044633,6,67601,0,31,9,38000,0,0,0,1
924528,6,66120,0,64,4,16900,0,0,1,1
356696,6,62410,1,47,9,17700,0,0,0,1
448639,6,63002,1,42,9,0,0,0,0,1
567927,6,63903,1,70,2,9600,1,0,0,0
927618,6,66120,1,37,7,12000,1,0,0,1
256866,6,62202,0,41,15,38000,0,0,0,0
638214,6,65403,1,51,4,520,1,0,0,0
528934,6,64403,1,41,3,0,1,0,0,1
744527,6,65422,0,23,5,0,1,0,0,0
662816,6,65408,1,29,12,0,0,0,0,1
1066321,6,67607,0,47,13,451000,0,0,0,1
386079,6,62705,1,37,11,17000,0,0,0,0
1073866,6,68001,0,39,9,0,0,0,0,0
698066,6,65413,1,50,12,18200,0,0,1,1
670157,6,65409,0,30,12,36000,0,0,1,1
403468,6,62708,0,50,10,32000,0,0,1,1
846958,6,66110,1,20,10,990,1,0,0,0
1221064,6,68116,1,31,12,20000,1,0,0,1
777374,6,65200,1,30,8,28770,1,0,0,1
247445,6,62108,0,61,15,40000,0,0,0,1
398347,6,62707,0,40,9,1.00E+05,0,0,1,1
949090,6,66124,1,51,12,4350,1,0,0,0
511465,6,64401,1,64,1,0,1,0,0,1
457327,6,63301,0,18,7,0,0,0,1,0
934486,6,66122,1,44,14,73000,0,0,1,0
384325,6,62705,1,32,3,0,1,0,0,1
737514,6,65420,1,46,11,0,0,0,1,1
644998,6,65404,0,59,1,15350,1,0,0,1
394078,6,62706,1,21,9,12000,0,0,0,0
309573,6,62401,1,22,13,12800,0,0,0,0
604141,6,66300,1,32,7,10200,1,0,0,0
1215808,6,68115,0,20,11,25500,0,0,0,0
722408,6,65414,1,31,13,26000,0,0,1,1
105176,6,61401,1,18,10,0,1,0,0,0
631645,6,65402,0,93,9,0,1,0,0,0
1143168,6,68102,1,24,11,12000,0,0,0,0
22126,6,60400,0,32,9,23000,0,0,0,1
87039,6,61000,1,38,9,26000,0,0,0,0
827904,6,64800,1,85,16,51800,0,0,0,0
742353,6,65421,0,38,8,1400,0,0,0,0
1174773,6,68109,1,40,9,4000,0,0,0,1
80106,6,61202,1,44,14,325000,0,0,0,1
820257,6,66104,1,24,13,11000,1,0,0,0
247572,6,62108,1,30,9,13000,0,0,0,1
793554,6,65100,1,35,7,12000,1,0,0,0
1067887,6,67700,0,48,15,96000,0,0,1,1
919004,6,65600,1,45,13,25000,0,0,0,0
1185235,6,68110,0,27,11,23300,0,0,0,0
605445,6,66300,0,40,10,2900,0,0,0,0
803923,6,66108,0,18,7,4600,0,0,0,0
234144,6,62104,1,52,11,33200,0,0,0,1
27805,6,60500,0,20,8,0,0,1,0,1
1040279,6,67606,1,57,12,56000,1,0,0,0
860704,6,66112,1,39,12,33000,0,0,1,0
1038290,6,67606,1,66,2,0,1,0,0,0
1131562,6,68101,0,41,15,68000,0,0,0,0
269584,6,62205,0,88,13,29000,0,0,0,0
553755,6,63800,0,20,10,0,0,0,0,0
1049927,6,67602,1,58,13,52000,0,0,0,1
888040,6,66113,0,55,3,8040,1,0,0,1
513184,6,64401,0,41,10,42370,1,0,0,1
803142,6,66108,0,19,10,0,0,0,1,0
349881,6,62409,1,42,13,400,0,0,0,1
281679,6,62301,0,36,3,0,1,0,0,1
811979,6,66102,1,82,11,0,0,0,0,1
672265,6,65410,1,27,11,16800,0,0,0,0
1154862,6,68105,1,28,8,12200,0,0,1,0
502876,6,64100,0,36,13,65000,0,0,0,1
498834,6,64000,1,27,9,35000,1,0,0,0
586728,6,66701,1,71,6,19900,0,0,0,0
631468,6,65402,1,27,7,25500,1,0,0,0
929315,6,66121,1,27,11,2000,0,0,0,1
319678,6,62403,0,55,16,71000,0,0,0,1
761113,6,64500,0,36,9,11620,1,0,0,0
411263,6,62710,1,20,9,6700,0,0,1,1
82501,6,61202,1,53,10,60000,0,0,0,0
185824,6,61902,0,70,9,24000,0,0,0,1
597994,6,66200,0,21,12,19000,1,0,0,1
197364,6,62002,1,34,9,17000,1,0,0,1
1171042,6,68108,0,25,11,53050,0,0,0,0
1159000,6,68103,1,59,9,2500,1,0,0,1
210564,6,62601,1,30,13,16500,0,0,0,0
1197071,6,68112,1,72,13,17300,1,1,0,0
261052,6,62203,1,88,1,7610,0,0,1,0
784357,6,66106,1,22,11,7800,1,1,0,1
313009,6,62401,1,21,9,6000,0,0,1,0
896746,6,66115,1,26,10,15000,1,0,0,1
105203,6,61401,0,23,7,15500,0,0,0,1
60745,6,61101,1,53,13,10000,0,0,0,0
55534,6,60900,1,53,10,27000,0,0,0,0
677381,6,65411,0,31,16,0,0,0,0,0
50365,6,60800,0,70,4,9600,0,0,0,1
169220,6,61800,1,47,12,45000,0,0,0,0
1205725,6,68114,0,41,9,83470,0,0,0,1
292838,6,62303,1,25,13,48530,0,0,1,0
805569,6,66109,0,54,1,0,1,0,0,1
1015435,6,67501,0,72,11,19400,0,0,0,0
94118,6,61301,0,71,9,0,0,0,1,1
731124,6,65419,0,19,8,14600,1,0,0,0
1016498,6,67502,0,29,11,28000,1,0,0,1
678677,6,65411,1,68,13,10500,0,0,1,1
754810,6,65424,1,80,9,10600,1,0,0,0
669959,6,65409,1,38,14,40000,0,0,0,0
1142808,6,68102,0,59,11,68810,0,0,0,1
11580,6,60200,0,32,2,8500,1,0,0,1
1150085,6,68104,1,56,13,14700,0,0,1,1
124634,6,61502,1,19,9,4000,0,0,0,1
246762,6,62107,0,79,8,26500,0,0,0,0
412710,6,62710,1,50,11,47000,0,0,0,0
680839,6,65411,1,44,9,35000,0,1,0,0
1008752,6,67300,1,45,9,81000,1,0,0,0
1102332,6,68002,0,44,13,49920,1,0,0,1
703712,6,65415,1,61,3,6000,1,0,0,0
653314,6,65407,1,74,12,25700,0,0,0,0
420791,6,62712,0,40,11,0,0,0,0,1
1059344,6,67603,1,55,15,9300,0,0,0,1
39732,6,60600,0,84,9,24100,0,0,0,1
658369,6,65407,1,36,2,0,1,0,0,1
1084753,6,67802,1,26,11,15000,0,0,0,1
593536,6,66702,0,32,3,14400,1,1,0,1
892124,6,66114,1,37,5,6200,1,0,0,0
317734,6,62402,1,48,12,40000,0,1,0,1
1063841,6,67607,0,77,13,16030,0,0,0,0
758037,6,64500,1,33,10,0,0,0,0,1
206632,6,62500,1,38,9,26000,0,0,0,0
234517,6,62104,0,49,13,251130,0,0,0,1
1158424,6,68103,1,46,11,15200,0,0,0,1
168379,6,61800,1,78,13,42200,0,0,0,0
775136,6,65200,1,46,13,5700,0,0,0,0
515061,6,64402,1,40,9,26000,1,0,0,0
637916,6,65403,0,50,11,32600,0,0,0,1
282145,6,62301,0,21,8,25000,1,0,0,1
523328,6,64300,0,57,8,58000,0,1,0,0
744372,6,65422,0,36,1,16200,1,0,0,1
1150812,6,68105,1,82,1,6000,0,0,1,0
518970,6,64300,0,40,8,22280,1,0,0,1
1214754,6,68115,1,67,9,146000,0,0,0,0
648252,6,65404,0,30,8,6000,1,0,0,1
390315,6,62714,0,64,11,20000,0,0,1,1
450051,6,63002,0,64,9,47400,0,0,1,1
74475,6,61103,1,39,9,400,0,0,0,1
920924,6,65600,0,83,9,19280,0,0,0,1
648275,6,65404,0,93,9,27400,0,0,0,0
202640,6,62500,1,35,13,49060,0,0,0,0
24516,6,60400,0,58,13,75000,0,0,0,1
174320,6,63100,0,52,11,113200,1,0,0,1
970915,6,67604,0,33,2,15000,1,0,0,1
532445,6,64404,0,38,9,47000,0,0,0,0
136348,6,61503,1,78,9,2540,0,0,0,1
141204,6,61505,1,31,10,8000,0,1,0,1
403758,6,62708,0,41,1,0,0,0,1,1
1141557,6,68102,1,59,9,15000,0,0,0,1
125945,6,61502,1,39,9,24400,0,0,0,1
90682,6,61301,0,49,13,27500,0,0,0,0
237289,6,62105,0,42,10,89000,0,0,0,1
781134,6,66105,0,30,9,33000,1,0,0,0
148409,6,61601,0,63,13,23440,0,0,0,1
482124,6,63502,1,66,5,4600,0,0,0,1
1042118,6,67606,0,76,5,27630,0,0,1,1
681357,6,65411,0,79,2,5900,1,0,0,1
117855,6,61403,1,18,9,0,0,0,0,0
960380,6,66126,0,68,9,14000,0,0,0,0
1179600,6,68109,0,22,11,20000,0,0,0,0
552990,6,63800,0,47,10,62000,0,0,0,1
1116067,6,68005,0,72,11,21100,0,0,0,1
981209,6,67605,1,46,11,61000,0,0,1,1
679802,6,65411,0,60,16,110000,0,0,0,1
573053,6,63701,0,80,9,13300,0,0,0,1
937311,6,65500,1,36,10,88000,1,0,0,1
984497,6,66801,0,26,11,251710,0,0,0,0
419426,6,62711,0,18,9,1000,0,0,0,0
163529,6,61800,1,85,7,19200,0,0,0,1
567587,6,63902,1,45,9,14010,0,0,0,1
437367,6,62900,0,18,7,8500,1,0,0,0
716400,6,65417,0,42,1,17000,0,0,1,1
612534,6,66500,1,69,13,10200,0,0,0,1
1029735,6,67200,1,24,9,30000,0,0,0,1
746514,6,65422,0,18,1,6000,1,0,0,0
1128250,6,68101,0,64,11,24000,0,0,0,0
407056,6,62709,1,60,4,7700,1,0,0,0
998837,6,67100,1,25,9,0,1,0,0,1
998578,6,67100,1,47,1,22900,1,0,0,1
585428,6,66701,1,43,10,30000,0,0,0,0
128508,6,61504,0,51,12,26000,0,0,0,0
612274,6,66500,1,74,9,3000,0,0,0,1
116746,6,61403,1,28,8,900,1,0,0,0
1014172,6,67501,1,36,1,17000,1,0,0,0
1084983,6,67802,0,56,14,75000,0,0,0,1
1084326,6,67802,1,51,11,53000,1,0,0,0
892700,6,66114,1,75,1,8800,1,0,0,0
404949,6,62708,1,20,9,26900,0,0,1,0
787195,6,66106,1,76,4,8400,1,0,0,0
650878,6,65406,0,22,9,4000,0,0,1,0
975647,6,67605,0,67,11,44540,0,0,0,1
178631,6,63200,1,37,10,0,0,0,0,0
1081339,6,67801,0,29,12,40000,1,0,0,1
987229,6,66801,0,38,3,52000,0,0,1,1
1096635,6,68003,1,19,9,0,0,0,0,1
42430,6,60700,0,55,12,46100,0,0,0,1
612166,6,66500,0,48,14,127000,0,0,1,1
192106,6,62001,0,43,13,43800,0,0,0,0
863007,6,65900,1,37,11,24000,0,0,0,1
545686,6,64406,0,47,7,8400,0,0,0,0
303469,6,62305,1,49,14,55000,0,0,0,0
683303,6,65411,0,28,11,32000,0,1,0,0
299393,6,62305,1,30,13,30000,0,0,0,1
317720,6,62402,0,41,13,40000,1,0,0,1
80861,6,61202,1,70,13,73200,0,0,0,0
23908,6,60400,1,87,7,10710,0,0,0,0
477183,6,63402,1,66,9,7200,0,0,0,0
1108271,6,68004,0,44,3,40400,1,0,0,0
722876,6,65414,1,26,4,0,1,0,0,0
726307,6,65418,1,22,10,10600,1,0,0,0
520274,6,64300,1,47,9,11400,0,0,0,0
679549,6,65411,0,71,6,48440,0,0,0,0
217693,6,62101,0,38,13,0,1,0,0,1
1120039,6,68200,1,19,11,400,1,0,0,0
980249,6,67605,0,64,8,10000,0,0,0,1
725279,6,65418,1,52,3,0,1,0,0,1
880131,6,66118,0,60,7,17850,0,0,0,1
864126,6,65900,0,64,13,161000,0,0,1,1
649678,6,65406,1,27,2,17000,1,0,0,0
743076,6,65421,1,67,11,33000,0,1,0,0
806207,6,66109,0,35,11,38200,1,0,0,1
187040,6,61902,0,21,9,0,0,0,1,0
751243,6,65423,0,51,9,9000,0,1,0,0
1058573,6,67603,1,48,11,35010,0,0,0,0
116862,6,61403,0,34,9,0,0,1,0,0
132437,6,61504,1,53,13,0,0,0,0,1
743363,6,65421,1,85,4,1300,0,1,0,0
736014,6,65420,0,36,8,13000,1,0,0,0
240227,6,62106,0,46,11,42000,0,1,0,0
906647,6,65701,1,58,3,0,1,0,0,1
359254,6,62410,1,67,11,17500,0,0,0,1
37684,6,60600,0,18,7,0,0,0,0,0
688531,6,65412,0,29,11,43400,0,0,1,1
475206,6,63402,0,49,9,20000,0,0,0,1
788142,6,66106,1,57,12,28300,0,0,0,1
884855,6,66113,1,19,11,7000,0,0,1,0
662954,6,65408,1,70,8,8100,0,0,0,0
1078503,6,68001,1,87,2,7200,1,0,0,0
334020,6,62405,0,28,13,33000,0,0,1,0
783150,6,66105,1,28,5,0,0,0,0,1
810370,6,66102,0,49,10,112000,0,1,0,0
840225,6,65000,0,78,5,0,0,0,0,1
290645,6,62303,1,23,11,15000,0,0,1,0
335474,6,62406,1,27,9,20000,1,0,0,1
21215,6,60400,1,93,8,184000,0,0,0,0
270819,6,62205,0,58,15,20000,0,0,1,1
687105,6,65412,0,26,11,30000,0,0,0,0
376016,6,62703,0,26,13,50050,0,0,1,0
433924,6,62900,0,28,10,53000,1,0,0,1
433416,6,62900,0,51,13,72350,0,0,0,1
674790,6,65410,1,38,12,15000,0,0,0,0
168125,6,61800,1,62,13,17400,0,0,0,1
1201975,6,68113,0,46,13,326100,0,0,0,1
235247,6,62104,0,62,13,45000,0,0,0,0
445607,6,63002,1,69,4,4900,0,0,0,1
956875,6,66125,1,59,12,12800,0,0,0,0
339480,6,62406,0,39,11,90000,0,0,0,1
1066781,6,67607,1,29,10,15000,0,0,0,1
373736,6,62702,1,25,13,32000,0,0,1,0
1204676,6,68114,1,20,6,0,0,0,0,0
137922,6,61503,1,37,13,15600,0,0,0,1
596784,6,66702,0,23,11,32000,1,0,0,0
58143,6,61101,1,67,13,21300,0,0,0,0
422660,6,62712,1,83,4,11200,1,0,0,0
1023488,6,66900,1,29,5,12000,1,0,0,1
647385,6,65404,0,70,11,40,0,0,0,0
213234,6,62602,1,50,8,15000,0,0,0,0
137845,6,61503,1,47,16,251370,0,0,0,1
982716,6,66801,0,37,9,16400,1,0,0,0
649134,6,65406,1,35,4,15000,1,0,0,1
128320,6,61504,1,35,8,30000,1,0,0,0
857991,6,66112,1,67,12,8200,0,0,1,1
1065517,6,67607,1,32,13,0,0,0,0,1
502116,6,64000,1,34,9,21300,0,0,0,0
14012,6,60200,0,49,11,28800,0,0,0,1
1167818,6,68108,0,29,13,42000,0,0,0,1
494169,6,63600,0,18,6,4000,0,0,0,0
880483,6,66118,1,61,10,35000,0,1,0,0
332996,6,62405,1,43,9,40300,0,1,0,0
595851,6,66702,0,50,13,39050,0,0,0,0
347275,6,62408,1,82,5,0,1,0,0,0
557158,6,63800,1,76,11,14440,0,0,0,0
109513,6,61402,0,70,8,6700,0,0,0,1
940981,6,66123,0,24,12,1300,0,1,0,0
454312,6,63301,0,23,11,13000,0,1,0,0
751938,6,65424,0,60,1,28000,1,0,0,0
709628,6,65416,1,53,13,77620,0,0,1,0
165691,6,61800,1,45,11,13900,0,0,0,0
213616,6,62602,1,72,9,7710,0,0,0,1
563079,6,63902,0,59,9,16300,0,0,0,0
644578,6,65404,1,35,5,0,1,0,0,1
348586,6,62408,0,19,11,7400,0,0,1,0
121790,6,61501,0,50,13,22000,0,0,0,1
870890,6,66116,0,65,11,69600,0,0,0,0
57702,6,60900,0,59,2,5200,1,0,0,1
685015,6,65412,0,33,15,0,0,0,0,1
708078,6,65416,1,40,1,0,0,0,0,0
1001428,6,67100,1,39,11,13800,0,0,0,1
936500,6,66122,0,71,8,0,0,0,0,0
848824,6,66110,0,21,8,0,1,0,0,0
14752,6,60300,1,62,9,1540,0,0,0,0
1117273,6,68005,1,19,8,600,1,0,0,0
784634,6,66106,1,48,14,25100,0,0,1,1
606045,6,66300,0,49,13,62770,0,0,0,1
1129231,6,68101,1,44,13,8000,0,0,0,0
364911,6,62701,0,32,14,325000,0,0,0,1
47996,6,60800,1,19,10,580,0,0,0,0
940647,6,65500,1,59,13,2800,0,1,0,0
420209,6,62712,1,42,9,54000,1,0,0,0
1098289,6,68003,1,53,14,1200,0,0,0,1
498083,6,64000,0,22,10,0,1,0,0,0
935430,6,66122,0,88,4,23700,0,0,0,0
457615,6,63301,1,39,11,9000,0,1,0,1
608016,6,66400,1,32,12,26400,0,0,0,1
117338,6,61403,0,18,7,200,0,0,1,0
999490,6,67100,0,53,11,27000,0,0,0,0
96246,6,61302,0,58,9,90460,0,0,0,1
751730,6,65424,0,75,11,50200,0,0,0,1
945171,6,66123,0,28,4,12000,1,0,0,1
225213,6,62103,1,57,12,37000,0,0,0,1
1211464,6,68115,1,41,9,2300,0,0,1,1
1089310,6,67900,0,38,9,24000,1,0,0,1
617990,6,66601,1,26,13,27800,0,0,0,0
103691,6,61303,0,44,9,0,0,1,0,1
143678,6,61506,1,30,11,24000,0,1,0,1
828078,6,64800,1,39,14,0,0,0,0,1
1088759,6,67900,0,74,7,63200,0,0,0,0
638344,6,65403,1,53,1,0,1,0,0,1
870314,6,66116,0,33,3,12010,1,0,0,1
903612,6,65701,0,40,9,8300,1,1,0,0
744578,6,65422,1,37,5,0,1,0,0,1
1030207,6,67200,1,32,11,0,0,0,0,1
638084,6,65403,0,30,9,28800,1,0,0,1
814212,6,66102,1,25,11,15600,1,0,0,0
85500,6,61202,1,30,13,85000,0,0,0,0
636769,6,65403,1,32,5,16000,1,0,0,1
705957,6,65415,0,27,5,12500,1,0,0,1
502934,6,64100,1,40,13,41300,0,0,0,0
208836,6,62601,0,35,13,75000,0,0,0,1
183976,6,61901,0,50,11,60000,0,0,0,1
348815,6,62408,0,39,13,60000,0,0,1,1
535122,6,64404,1,48,11,4800,0,0,0,0
548513,6,64407,1,53,9,0,0,0,0,1
937389,6,65500,1,34,12,40000,0,1,0,0
290313,6,62303,0,76,9,54000,0,0,0,1
1200109,6,68113,1,24,11,157000,0,0,1,0
747617,6,65423,1,28,9,9900,0,1,0,0
495398,6,63600,1,56,9,19600,0,0,0,0
146298,6,61506,0,54,12,41000,0,0,0,1
997243,6,67400,0,63,9,78400,0,0,0,1
621834,6,66602,1,57,11,20300,0,0,0,0
163013,6,61800,0,56,9,35700,1,0,0,1
1022663,6,66900,1,72,11,18700,0,0,0,0
550926,6,64407,0,24,9,11800,0,0,0,0
1047950,6,67601,0,44,13,87300,0,0,0,1
608504,6,66400,1,25,9,33000,0,0,1,1
1058717,6,67603,1,27,11,19400,0,0,0,0
451162,6,63301,0,46,1,16800,1,0,0,1
220593,6,62102,1,35,12,59000,0,0,0,0
950223,6,66125,0,25,8,1.00E+05,0,0,0,0
1040591,6,67606,0,28,12,0,0,0,1,1
678838,6,65411,0,50,16,87700,0,0,0,1
483121,6,63502,0,70,4,8300,0,0,0,0
1077056,6,68001,1,42,3,15000,1,0,0,1
1052703,6,67602,1,24,13,20000,0,0,0,0
487429,6,63503,0,46,5,90000,0,0,0,1
121979,6,61501,0,37,4,25000,0,0,0,0
479421,6,63501,0,68,2,2000,1,0,0,0
604190,6,66300,1,40,11,9000,0,0,0,1
114425,6,61403,1,51,11,0,0,0,0,0
483891,6,63502,1,79,9,10400,0,0,0,1
337029,6,62406,0,30,10,45040,0,0,0,0
491247,6,63503,1,42,3,4700,1,0,0,0
1096421,6,68003,0,24,3,21600,1,0,0,0
672374,6,65410,0,40,9,15000,0,0,0,1
1159108,6,68103,0,31,11,55000,0,0,0,1
886726,6,66113,1,36,2,0,1,0,0,1
201042,6,62500,0,37,13,77000,0,0,0,1
345049,6,62408,1,47,1,7200,0,0,0,1
620272,6,66602,0,23,12,6500,1,0,0,0
1086388,6,67802,1,58,12,0,0,0,0,1
1192414,6,68111,1,77,14,12400,0,0,0,0
1143803,6,68102,0,39,6,0,1,0,0,1
947883,6,66124,0,36,10,55000,0,0,0,0
889459,6,66114,0,34,3,0,1,0,0,1
210478,6,62601,0,72,2,13400,1,0,0,1
783592,6,66105,1,30,9,2000,0,0,0,0
232236,6,62104,0,51,13,75000,0,0,0,1
118957,6,61501,1,70,5,6300,0,0,0,1
244260,6,62107,1,69,11,4800,0,0,0,1
